numero_de_cliente,foto_mes,active_quarter,cliente_vip,internet,cliente_edad,cliente_antiguedad,mrentabilidad,mrentabilidad_annual,mcomisiones,mactivos_margen,mpasivos_margen,cproductos,tcuentas,ccuenta_corriente,mcuenta_corriente_adicional,mcuenta_corriente,ccaja_ahorro,mcaja_ahorro,mcaja_ahorro_adicional,mcaja_ahorro_dolares,cdescubierto_preacordado,mcuentas_saldo,ctarjeta_debito,ctarjeta_debito_transacciones,mautoservicio,ctarjeta_visa,ctarjeta_visa_transacciones,mtarjeta_visa_consumo,ctarjeta_master,ctarjeta_master_transacciones,mtarjeta_master_consumo,cprestamos_personales,mprestamos_personales,cprestamos_prendarios,mprestamos_prendarios,cprestamos_hipotecarios,mprestamos_hipotecarios,cplazo_fijo,mplazo_fijo_dolares,mplazo_fijo_pesos,cinversion1,minversion1_pesos,minversion1_dolares,cinversion2,minversion2,cseguro_vida,cseguro_auto,cseguro_vivienda,cseguro_accidentes_personales,ccaja_seguridad,cpayroll_trx,mpayroll,mpayroll2,cpayroll2_trx,ccuenta_debitos_automaticos,mcuenta_debitos_automaticos,ctarjeta_visa_debitos_automaticos,mttarjeta_visa_debitos_automaticos,ctarjeta_master_debitos_automaticos,mttarjeta_master_debitos_automaticos,cpagodeservicios,mpagodeservicios,cpagomiscuentas,mpagomiscuentas,ccajeros_propios_descuentos,mcajeros_propios_descuentos,ctarjeta_visa_descuentos,mtarjeta_visa_descuentos,ctarjeta_master_descuentos,mtarjeta_master_descuentos,ccomisiones_mantenimiento,mcomisiones_mantenimiento,ccomisiones_otras,mcomisiones_otras,cforex,cforex_buy,mforex_buy,cforex_sell,mforex_sell,ctransferencias_recibidas,mtransferencias_recibidas,ctransferencias_emitidas,mtransferencias_emitidas,cextraccion_autoservicio,mextraccion_autoservicio,ccheques_depositados,mcheques_depositados,ccheques_emitidos,mcheques_emitidos,ccheques_depositados_rechazados,mcheques_depositados_rechazados,ccheques_emitidos_rechazados,mcheques_emitidos_rechazados,tcallcenter,ccallcenter_transacciones,thomebanking,chomebanking_transacciones,ccajas_transacciones,ccajas_consultas,ccajas_depositos,ccajas_extracciones,ccajas_otras,catm_trx,matm,catm_trx_other,matm_other,ctrx_quarter,tmobile_app,cmobile_app_trx,Master_delinquency,Master_status,Master_mfinanciacion_limite,Master_Fvencimiento,Master_Finiciomora,Master_msaldototal,Master_msaldopesos,Master_msaldodolares,Master_mconsumospesos,Master_mconsumosdolares,Master_mlimitecompra,Master_madelantopesos,Master_madelantodolares,Master_fultimo_cierre,Master_mpagado,Master_mpagospesos,Master_mpagosdolares,Master_fechaalta,Master_mconsumototal,Master_cconsumos,Master_cadelantosefectivo,Master_mpagominimo,Visa_delinquency,Visa_status,Visa_mfinanciacion_limite,Visa_Fvencimiento,Visa_Finiciomora,Visa_msaldototal,Visa_msaldopesos,Visa_msaldodolares,Visa_mconsumospesos,Visa_mconsumosdolares,Visa_mlimitecompra,Visa_madelantopesos,Visa_madelantodolares,Visa_fultimo_cierre,Visa_mpagado,Visa_mpagospesos,Visa_mpagosdolares,Visa_fechaalta,Visa_mconsumototal,Visa_cconsumos,Visa_cadelantosefectivo,Visa_mpagominimo,clase_ternaria
29200770,202107,1,0,0,59,276,4747.88,88904.9,586.44,-367.37,3915.06,8,1,1,0,15169.65,2,292409.07,0,7299.16,1,273615.18,1,14,63525.56,1,8,19249.63,1,4,10930.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,195992.37,0,0,4,12711.16,4,10827.43,1,527.85,2,234.6,0,0,1,996.07,0,0,0,0,0,0,8,586.44,0,0,0,0,0,0,0,1,4692,4,45747,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,3,35190,1,10557,102,0,1,0,0,253368,-576,,10930.61,10930.61,0,527.85,0,281520,0,0,3,0,-10930.61,0,5274,527.85,1,0,680.34,0,0,506736,-851,,16471.36,19208.95,111.95,10938.23,1.16,563040,0,0,10,0,-24310.96,1.16,5386,10938.23,4,0,2369.46,CONTINUA
29200984,202107,1,0,0,52,262,373.76,-9880.9,3753.21,-4139.42,1258.39,9,1,1,0,0,2,92436.15,0,0,1,151349.26,4,0,0,1,10,19737.83,1,1,1286.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4607.33,3,354.45,0,0,0,0,0,0,0,0,0,0,0,0,1,4095.99,8,3753.21,0,0,0,0,0,4,134895,0,0,0,0,0,0,1,58650,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,69,0,1,0,0,1070992.09,-333,,1302.39,1302.39,0,1286.94,0,1190016.28,0,0,17,1302.39,-1304.16,0,7368,1286.94,1,0,58.65,0,0,1076114.32,-456,,31073.39,34780.44,1668.63,1997.57,12.64,1195707.77,0,0,3,0,-33459.37,0,7954,1997.57,6,0,18533.4,CONTINUA
29201086,202107,1,0,0,44,285,-1673.83,-3786.63,692.51,-2777.5,760.15,9,1,1,0,0,2,86313.6,0,9511.82,1,134647.19,4,31,105155.47,1,34,35160.13,1,9,14492.3,2,131407.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,220657.39,0,0,3,6305.37,1,1571.83,0,0,0,0,2,1076.5,0,0,0,0,0,0,0,0,8,692.51,1,0,0,1,234.6,1,17595,4,41036.41,3,52785,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,3,52785,0,0,166,0,1,0,0,533070.43,-1034,,15081.69,15081.69,0,0,0,605049.04,0,0,17,15081.69,-16231.38,0,5196,0,0,0,3049.8,0,0,532017.37,-1399,,30688.43,35997.52,0,2275.63,0,603853.79,0,0,24,35997.52,-40501.05,0,5196,2275.63,2,0,7507.2,CONTINUA
29201359,202107,1,0,0,63,288,-697.59,34475.26,2510.65,-3100.19,365.11,7,1,1,0,-68.45,2,9459.82,0,45.35,1,-662.06,3,0,0,1,8,31042.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,16340.49,0,0,0,0,0,0,0,0,0,0,0,0,1,1888.04,6,2510.65,0,0,0,0,0,2,19920.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,43,0,0,0,0,152020.8,-333,,0,0,0,,,168912,,,17,0,,,7709,,,,0,0,0,152020.8,-364,,26463.92,31042.17,0,16340.49,0,168912,0,0,3,0,-34738.62,0,8781,16340.49,4,0,2123.13,CONTINUA
29201599,202107,1,0,0,52,286,-1001.77,10746.47,3993.56,-5732.23,1473.63,8,1,1,0,-128.44,3,10554.57,2374.7,91.85,1,44206.74,4,6,9576.95,1,23,65913.84,1,12,67304.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.49,6,8308.57,0,0,0,0,8,36747.63,0,0,0,0,1,,1,1503.57,13,3993.56,0,0,0,0,0,6,100291.5,3,164220,0,0,0,0,0,0,0,0,0,0,0,0,1,267,0,0,0,0,0,0,0,0,0,164,0,1,0,0,253368,-364,,32923.09,32923.09,0,18635.08,0,281520,0,0,10,0,-28605.47,0,7705,18635.08,3,0,0,0,0,177357.6,-486,,56866.85,66704.81,0,51979.19,0,197064,0,0,3,0,-69787.1,0,6474,51979.19,15,0,3777.06,CONTINUA
29201701,202107,1,0,0,44,23,2716.26,13563.77,1042.57,283.39,1143.46,8,1,1,0,0,2,44159.54,0,0,1,89916.24,1,9,24799.87,1,11,30390.83,1,6,19986.04,1,4283.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89173.1,0,0,1,69.81,0,0,1,139,0,0,8,9964.14,0,0,0,0,0,0,0,0,10,1042.57,0,0,0,0,0,3,137031.5,4,81571.13,1,7038,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,1,7038,113,0,1,0,0,63342,-1429,,20225.87,20225.87,0,139,0,70380,0,0,3,0,-15652.96,0,418,139,1,0,2087.94,0,0,152020.8,-1794,,26219.54,30755.52,0,7273.25,0,168912,0,0,3,0,-27059.56,0,418,7273.25,3,0,2228.7,CONTINUA
29201897,202107,1,0,0,69,326,-3606.74,24694.17,-1035.64,-3820.08,1628.18,8,1,1,0,0,5,19061.34,82675.04,17,1,141168.14,3,9,18918.3,1,15,34559.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15434.33,0,0,0,0,8,9742.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1035.64,0,0,0,0,0,3,7624.5,1,1278.57,0,0,0,0,0,0,0,0,0,0,0,0,1,74,0,0,0,0,0,0,0,0,0,126,0,1,0,0,437678.01,-395,,0,0,0,,,510114.24,,,3,0,,,3994,,,,0,0,0,436636.35,-1034,,30216.02,34529.63,913.75,26123.33,9.36,508900.18,0,0,10,0,-49850.38,3.55,10561,26123.33,13,0,5536.56,CONTINUA
29202119,202107,1,0,0,50,276,1132.27,51426.5,2509.28,-3861.14,2687.22,7,1,1,0,157700.24,2,752.52,0,47.63,1,98105.84,4,16,43949.42,1,31,81773.81,1,6,16117.58,0,0,0,0,0,0,1,492660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27435.3,0,0,0,0,9,86155.34,0,0,0,0,0,0,1,1477.98,15,2509.28,0,0,0,0,0,9,141745.02,12,438269.72,0,0,0,0,1,17866.4,0,0,0,0,0,0,1,249,0,0,0,0,0,0,0,0,0,269,0,1,0,0,1076114.32,-333,,16117.58,16117.58,0,12200.11,0,1195707.77,0,0,3,0,-5204.43,0,2615,12200.11,2,0,1149.54,0,0,765964.87,-272,,69713.4,81773.81,0,63311.06,0,851097.26,0,0,3,0,-121042.25,0,8138,63311.06,15,0,4867.95,CONTINUA
29202512,202107,1,0,0,59,326,7396.09,90298.95,6938.1,-1660.4,2050.84,8,1,1,0,0,2,32150.49,0,79449.29,1,122603.71,3,5,15394.86,1,14,52505.69,1,1,9747.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,12480.28,8,29201.65,0,0,0,0,5,15511.79,0,0,0,0,0,0,1,4095.99,12,6938.1,0,0,0,0,0,2,70380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,95,0,1,0,0,894646.52,-60,,9845.16,9845.16,0,0,0,994051.69,0,0,10,0,0,0,5434,0,0,0,4961.79,0,0,894646.52,-790,,42501.73,49513.01,341.51,30823.22,3.5,994051.69,0,0,10,0,-57042.99,0,5434,30823.22,9,0,152.49,CONTINUA
29203324,202107,1,0,0,67,326,3297.16,98398.91,1215.21,-4020.79,5795.68,7,1,1,0,0,2,347609.25,0,238204.99,1,558832.05,2,3,3660.68,1,54,91516.41,1,4,16329.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176592.05,0,0,0,0,6,17431.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1215.21,0,0,0,0,0,2,490286.56,2,30185.98,10,73899,0,0,2,14310.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29325,8,44574,223,0,0,0,0,1399942.65,-242,,16525.69,16525.69,0,13539.75,0,1555491.84,0,0,3,0,-17316.99,0,4892,13539.75,1,0,879.75,0,0,1399942.65,-1156,,78955.34,92614.61,0,72481.15,0,1555491.84,0,0,3,0,-120381.17,0,8374,72481.15,42,0,5560.02,CONTINUA
29203657,202107,1,0,0,43,275,7276.77,41893.19,803.66,-302.47,5820.89,7,1,1,0,0,2,393054.36,0,23107.59,1,447393.56,1,13,32707.48,1,4,29937.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80735.11,0,0,0,0,2,17820.86,0,0,0,0,2,3465.75,0,0,0,0,0,0,0,0,6,803.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,71,0,0,0,0,1076114.32,-456,,0,0,0,,,1195707.77,,,3,0,,,5032,,,,0,0,0,1076114.32,-548,,25828.14,30296.4,0,17820.86,0,1195707.77,0,0,3,0,-76207.39,0,4960,17820.86,2,0,1548.36,CONTINUA
29204767,202107,1,0,0,77,326,8845.33,135401.99,8800.94,-1441.73,1479.57,12,1,1,0,0,2,56462.83,0,11470.43,1,71684.46,4,0,0,1,22,59216.98,1,9,25445.11,1,81685.58,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,19,178296,0,0,2,56221.52,15,38677.72,6,18895.77,0,0,0,0,0,0,0,0,0,0,0,0,14,8800.94,0,0,0,0,0,13,121992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,164,0,0,0,0,0,0,0,0,0,173,0,0,0,0,760812.99,-395,,25750.45,25750.45,0,25445.11,0,845372.79,0,0,24,25750.45,-25234.04,0,7667,25445.11,9,0,1313.76,0,0,1068876.39,-425,,51089.16,59927.58,0,51028.26,0,1187665.45,0,0,24,59927.58,-63054.26,0,8739,51028.26,21,0,3565.92,CONTINUA
29205228,202107,1,0,0,41,275,-655.43,18258.63,-225.72,-886.95,520.61,12,1,1,0,-1930.19,4,29225.45,0,0,1,2432,1,5,21118.69,1,13,23997.71,1,1,694.41,2,263529.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,83849.21,0,0,2,132.31,7,7107.51,1,694.41,0,0,4,938.4,0,0,0,0,0,0,1,-1774.04,22,-225.72,0,0,0,0,0,4,125491.85,6,17067.15,6,31084.5,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,6,31084.5,0,0,141,0,1,0,0,88678.8,-2009,,702.74,702.74,0,694.41,0,98532,0,0,3,0,-702.74,0,3490,694.41,1,0,35.19,0,0,126684,-121,,20703.91,24285.68,0,8394.48,0,140760,0,0,3,0,-34944.11,0,5385,8394.48,8,0,3659.76,CONTINUA
29205441,202107,1,0,0,73,20,998.37,10121.46,953.77,-276.78,314.8,7,1,1,0,0,2,18650.17,0,0,0,47302.7,2,0,0,1,3,10945.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70931.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,867.66,4,953.77,0,0,0,0,0,2,142297.8,1,35190,1,35190,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,1,35190,0,0,24,0,1,0,0,177357.6,-1248,,0,0,0,,,197064,,,3,0,,,583,,,,0,0,0,177357.6,-1613,,9347.22,10964.28,0,8345.89,0,197064,0,0,3,0,0,0,583,8345.89,2,0,445.74,CONTINUA
29205663,202107,1,0,0,56,326,-12924.86,34980.31,8811.57,-32159.96,13629.32,8,1,1,0,0,2,571853.38,0,62629.23,1,1860343.22,2,21,77393.95,1,54,273194.36,1,42,372131.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,29340.43,8,14379.29,5,189154.3,0,0,5,147497.54,0,0,0,0,0,0,0,0,14,8811.57,0,0,0,0,0,0,0,6,175422.15,2,58650,0,0,0,0,0,0,0,0,0,0,1,35,1,0,0,2,0,1,41055,1,17595,362,0,1,0,0,1402814.16,-333,,376817.27,376473.81,343.46,261745.54,3.5,1558682.4,0,0,3,0,-364879.64,3.55,4064,261745.54,25,0,27436.47,0,0,1399475.5,-486,,236174.65,276919.77,113.08,100915.32,2.29,1554972.78,0,0,10,0,-223203.49,0,4274,100915.32,28,0,26990.73,CONTINUA
29205988,202107,1,0,0,60,287,5722.52,123816.56,7566.33,-8189.01,6617.14,8,1,1,0,-81.62,2,140789.17,0,22683.43,1,57890.95,1,0,0,1,101,379602.62,1,9,22047.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,208850.44,5,12347.73,0,0,8,31000.39,0,0,0,0,0,0,1,4095.99,14,7566.33,0,0,0,0,0,8,3226557.35,9,104053.65,0,0,0,0,0,0,0,0,0,0,1,5,1,88,0,0,0,0,0,0,0,0,0,359,1,1,0,0,2094148.87,-607,,22385.88,22273.06,112.81,15008.98,1.16,2326894.76,0,0,17,22392.71,-45441.5,1,6365,15008.98,8,0,1642.2,0,0,2104164.56,-1064,,328568.74,384611.95,799.17,294657.83,3.75,2338023.6,0,0,3,0,-443197.19,45.09,8446,294657.83,71,0,25289.88,CONTINUA
29206065,202107,1,0,0,48,281,-11990.55,-20504.21,5787.32,-15030.09,-125.82,9,1,1,0,-3425.91,2,106941.33,0,27187,1,209433.76,1,0,0,1,59,181149.35,1,10,162177.38,1,880137.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,17773.44,2,318.59,0,0,0,0,0,0,0,0,0,0,1,3808.36,14,5787.32,0,0,0,0,0,2,586500,2,21770.88,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,201,0,1,0,0,1076114.32,-1613,,164123.5,164123.5,0,28441,0,1195707.77,0,0,3,0,-163922.17,0,1685,28441,5,0,16457.19,0,0,547069.18,-1552,,156933.02,184082.43,0,119030.86,11.21,607942.81,0,0,3,0,-292000.2,0,5406,119030.86,44,0,12539.37,CONTINUA
29206586,202107,1,0,0,53,326,3714.67,22654.75,1067.06,-1701.16,3958.29,9,1,1,0,0,2,220851.63,0,16469.62,1,351063.63,2,1,1818.15,1,15,62034.99,1,6,10615.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,325137.4,0,0,2,51183.93,8,43783.97,3,7586.77,0,0,2,24049.08,0,0,0,0,0,0,0,0,14,1067.06,1,0,0,1,175.95,9,148855.08,1,938.4,4,117300,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,4,117300,0,0,125,0,1,0,0,1252459.89,-333,,10695.03,10695.03,0,9428.38,0,1391672.37,0,0,10,0,-10791.6,0,7709,9428.38,4,0,574.77,0,0,1247003.69,-211,,53161.31,62358.21,0,60165.51,0.48,1385609.69,0,0,24,62403.6,-105570,0,8927,60165.51,14,0,2850.39,CONTINUA
29207790,202107,1,0,0,43,76,444.82,4775.11,211.16,-110.51,309.71,7,1,1,0,0,2,12943.91,0,647150.99,1,658845.31,1,9,18509.99,1,4,9122.22,1,1,380.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178112.05,0,0,0,0,3,7835.28,0,0,0,0,1,15648.41,0,0,0,0,0,0,0,0,6,211.16,0,0,0,0,0,5,429605.3,4,54512.91,4,64515,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,0,3,55131,1,9384,108,0,1,0,0,717333.98,-637,,384.57,384.57,0,0,0,797138.51,0,0,3,0,0,0,2295,0,0,0,35.19,0,0,717333.98,-637,,7774.48,9231.68,-112.22,9122.22,0,797138.51,0,0,3,0,-884.18,0,2295,9122.22,4,0,351.9,CONTINUA
29207901,202107,1,0,0,84,326,2697.48,63414.57,487.18,-288.83,2173.15,7,1,1,0,0,4,135532.99,0,1550.33,1,144337.2,3,0,0,1,3,28672.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6852.75,0,0,0,0,0,0,20,118524.44,0,0,0,0,0,0,0,0,4,487.18,0,0,0,0,0,3,241544.16,6,57455.95,6,79646.7,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,6,79646.7,0,0,116,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,709430.4,-242,,24736.83,29016.3,0,24522.03,0,788256,0,0,3,0,-4805,0,8906,24522.03,1,0,1736.04,CONTINUA
29208268,202107,1,0,0,55,323,-355.17,-11045.19,5039.95,-6618.08,2018.65,8,1,1,0,0,2,32816.48,0,11887.79,1,14975.23,2,0,0,1,43,150882.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,42700.73,0,0,0,0,0,0,0,0,0,0,0,0,1,4095.99,4,5039.95,0,0,0,0,0,2,101216.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,93,0,1,0,0,764141.9,-333,,0,0,0,,,849071.68,,,10,0,,,3343,,,,0,0,0,896780.83,-60,,130173.52,152693.53,0,71342.63,0,996423.14,0,0,3,0,-106544.16,0,9103,71342.63,22,0,9970.5,CONTINUA
29208439,202107,1,0,0,43,294,1145.11,20498.1,2753.96,-1774.2,402.63,8,1,1,0,0,2,27328.99,0,90.73,1,36096.88,1,0,0,1,6,17856.08,1,1,3265.63,0,0,0,0,1,37496.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3265.63,0,0,0,0,0,0,0,0,0,0,1,3007.14,6,2753.96,0,0,0,0,0,4,51995.67,3,21274.7,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,51,0,1,0,0,253368,-1429,,3304.82,3304.82,0,3265.63,0,281520,0,0,10,0,-6619.13,0,5883,3265.63,1,0,164.22,0,0,253368,-1521,,15849.61,17982.05,609.53,598.66,3.47,281520,0,0,10,0,-43528.07,6.52,6158,598.66,3,0,2463.3,CONTINUA
29210856,202107,1,0,0,46,298,-6308.33,-83691.19,1654.3,-8526.38,1738.11,9,1,1,0,-0.37,2,59736.57,0,68055.97,1,72757.33,1,23,50836.01,1,27,114113.07,1,15,45783.37,0,0,0,0,0,0,0,0,0,1,20853.21,0,0,0,0,1,0,0,0,1,132309.4,0,0,2,4050.48,9,58909.43,0,0,0,0,10,28815.94,0,0,1,0,1,450.43,0,0,20,1664.06,0,0,0,0,0,5,125686.95,7,32313.14,0,0,0,0,0,0,0,0,0,0,0,0,1,96,1,0,1,0,0,0,0,0,0,228,0,1,0,0,380012.41,-333,,46569.1,46569.1,0,23604.65,0,422236.01,0,0,24,46569.1,-95633.51,0,7368,23604.65,8,0,9290.16,0,0,456014.89,-941,,98450.5,115482.43,0,62147.79,0,506683.21,0,0,24,115482.43,-128414.77,0,7839,62147.79,11,0,10298.94,CONTINUA
29211778,202107,1,0,0,41,47,3811.82,18780.25,4006.21,-615.01,449.29,7,1,1,0,-399.48,2,1111.56,0,227503.47,1,223669.45,1,3,1875.68,1,15,33725.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21542.36,0,0,0,0,1,6803.54,0,0,0,0,0,0,1,4095.99,8,4006.21,0,0,0,0,0,6,403218.75,2,366808.83,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,92,0,1,0,0,1252459.89,-425,,0,0,0,,,1391672.37,,,10,0,,,1423,,,,0,0,0,1252459.89,-1521,,29096.38,34130.05,0,33217.04,0,1391672.37,0,0,10,0,-22600.26,0,1423,33217.04,14,0,1782.96,CONTINUA
29211889,202107,1,0,0,72,326,2668.19,48297.73,1972.7,-991.74,1584.66,10,1,1,0,38589.23,2,67466.6,0,21888.41,1,152224.64,1,0,0,1,11,21717.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,29325,0,0,1,69.81,8,11136.41,0,0,0,0,5,14751.63,0,0,0,0,0,0,0,0,12,1972.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,62,0,0,0,0,31671,-2129,,0,0,0,,,35190,,,3,0,,,3356,,,,0,0,0,63342,-1460,,18736.82,21978.28,0,11136.41,0,70380,0,0,10,0,-21405.27,0,4408,11136.41,8,0,1442.79,CONTINUA
29212273,202107,1,0,0,74,326,3166.27,34281.22,2681.48,413.29,0,6,1,1,0,-3491.21,2,0,0,0,1,-5914.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2128.85,6,2681.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
29213699,202107,1,0,0,71,210,647.13,12923.9,1386.28,-1353.33,723.19,10,1,1,0,0,2,46731.28,0,0,1,94614.02,1,3,7859.49,1,6,17188.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,177.15,3,6348.27,0,0,1,117.3,0,0,0,0,0,0,0,0,0,0,11,1386.28,0,0,0,0,0,13,154009.85,0,0,6,140760,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,6,140760,0,0,115,0,1,0,0,101347.2,-1126,,0,0,0,,,112608,,,3,0,,,4013,,,,0,0,0,405388.8,-1399,,14653.87,17188.98,0,6884.99,0,450432,0,0,24,17188.98,-21110.11,0,5187,6884.99,4,0,5419.26,CONTINUA
29214032,202107,1,0,0,65,139,3656.12,25570.8,5566.22,-1978.2,349.81,8,1,1,0,0,2,18066.78,0,81.65,1,4479.07,2,0,0,1,16,30398.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4095.99,8,5566.22,0,0,0,0,0,1,29325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,0,0,0,0,0,0,0,0,30,0,0,0,0,765964.87,-548,,0,0,0,,,851097.26,,,3,0,,,4205,,,,0,0,0,765964.87,-913,,26225.76,30762.81,0,762.45,0,851097.26,0,0,3,0,-24300.82,0,4205,762.45,1,0,2967.69,CONTINUA
29214434,202107,1,0,0,52,322,-1157.93,12011.27,1168.88,-4183.73,2200.08,7,1,1,0,0,2,113974.36,0,829.04,1,64537.48,1,28,72133.92,1,15,253185.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,198081.46,0,0,1,69.81,2,5511.46,0,0,0,0,6,36297.74,0,0,0,0,0,0,0,0,8,1168.88,0,0,0,0,0,5,81107.08,5,16891.2,9,123165,0,0,0,0,0,0,0,0,1,2,1,66,0,0,0,0,0,9,123165,0,0,164,0,1,0,0,101347.2,-1003,,0,0,0,,,112608,,,3,0,,,1930,,,,0,0,0,354715.2,-941,,345834.24,405663.56,0,7025.87,2422.52,394128,0,0,3,0,-19484.98,0,4541,7025.87,14,0,162976.62,CONTINUA
29215330,202107,1,0,0,50,267,1729.43,27929.99,2089.08,-7127.73,6821.12,7,1,1,0,0,2,326187.6,0,1785302.36,1,3052327.6,3,5,44256.28,1,40,143742.59,1,5,22255.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237534.37,0,0,0,0,8,47599.35,4,14239.83,0,0,3,9800.06,0,0,0,0,0,0,0,0,12,2089.08,0,0,0,0,0,0,0,3,10993.62,1,11730,0,0,0,0,0,0,0,0,0,0,1,62,0,0,0,0,0,1,11730,0,0,137,1,1,0,0,253368,-152,,22522.3,22522.3,0,14239.83,0,281520,0,0,3,0,-22265.56,0,4259,14239.83,4,0,1630.47,0,0,253368,-303,,123688.32,145086.39,0,107200.36,0,281520,0,0,10,0,-185006.33,0,8129,107200.36,22,0,9290.16,CONTINUA
